pair_id,label,note,stratum,N_h,weight,is_repeat,_merge
P182,SAME,,debtor_recall_probe,2690,5.899693732918268,False,both
P183,SAME,,lender_band_10_999,5880,15.506586339079254,False,both
P184,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P185,SAME,,debtor_band_4_6,1478,4.525628364638337,False,both
P186,SAME,,debtor_recall_probe,2690,7.381010112233154,False,both
P187,SAME,ai: chain outlets named by city — trap 2 SAME,debtor_band_2_4,17870,3.9331530057518576,False,both
P188,SAME,,lender_band_10_999,5880,13.12711661343052,False,both
P189,SAME,,lender_band_6_8,7356,6.220237073676648,False,both
P190,SAME,,lender_band_8_10,6696,8.108984266002048,False,both
P191,SAME,,debtor_band_4_6,1478,5.808100993259195,False,both
P192,SAME,,lender_band_2_6,56645,2.6727492783741544,False,both
P193,DIFFERENT,,debtor_band_2_4,17870,2.0403781365580627,False,both
P194,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P195,SAME,,lender_band_8_10,6696,8.08820053184628,False,both
P196,DIFFERENT,,debtor_band_8_10,5041,8.781649729110278,False,both
P197,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P198,SAME,,debtor_band_6_7,1220,6.005876177790569,False,both
P199,SAME,,lender_recall_probe,14037,4.6435930341569,False,both
P200,SAME,,lender_recall_probe,14037,4.6435930341569,False,both
P201,SAME,,debtor_band_4_6,1478,5.305436459649477,False,both
P202,SAME,,lender_band_10_999,5880,13.12711661343052,False,both
P203,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P204,DIFFERENT,"ai: founder vs company — no textual overlap, trap 5",debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P205,DIFFERENT,ai: WPP acronym plausible but not textual — trap 1 DIFFERENT,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P206,SAME,,debtor_recall_probe,2690,7.420913677069413,False,both
P207,SAME,,debtor_band_4_6,1478,5.0590820173457915,False,both
P208,DIFFERENT,,debtor_same_addr_diff_name,4217,8.300333349795391,False,both
P209,SAME,,debtor_band_4_6,1478,5.305436459649477,False,both
P210,DIFFERENT,,debtor_band_2_4,17870,2.0403781365580627,False,both
P211,SAME,,lender_band_10_999,5880,11.349398096525086,True,both
P212,DIFFERENT,,debtor_band_2_4,17870,2.0403781365580627,False,both
P213,SAME,,lender_band_2_6,56645,3.673787898130677,False,both
P214,SAME,,lender_band_10_999,5880,12.29320247624885,False,both
P215,SAME,,debtor_recall_probe,2690,7.420913677069413,False,both
P216,DIFFERENT,,debtor_same_addr_diff_name,4217,8.300333349795391,False,both
P217,DIFFERENT,,debtor_band_6_7,1220,6.181539126372279,False,both
P218,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,True,both
P219,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P220,DIFFERENT,,lender_band_2_6,56645,3.811291147216905,False,both
P221,DIFFERENT,,debtor_band_2_4,17870,2.665244202115478,True,both
P222,SAME,,debtor_recall_probe,2690,7.381010112233154,False,both
P223,DIFFERENT,,debtor_band_2_4,17870,2.665244202115478,False,both
P224,DIFFERENT,,debtor_band_8_10,5041,8.300333349795391,False,both
P225,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P226,SAME,,debtor_band_4_6,1478,4.7945928631293615,False,both
P227,SAME,,debtor_recall_probe,2690,6.420913677069413,False,both
P228,SAME,,lender_recall_probe,14037,5.200675261104692,False,both
P229,DIFFERENT,,debtor_band_8_10,5041,9.568242153431772,False,both
P230,SAME,,debtor_band_7_8,1270,7.381010112233154,True,both
P231,SAME,,debtor_band_8_10,5041,8.005876177790569,False,both
P232,SAME,,debtor_band_4_6,1478,4.379555363850518,False,both
P233,DIFFERENT,,lender_band_2_6,56645,3.529611604643713,False,both
P234,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P235,DIFFERENT,,lender_band_8_10,6696,9.390064878848165,False,both
P236,SAME,,lender_band_6_8,7356,7.266663339226072,False,both
P237,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P238,SAME,,debtor_band_7_8,1270,7.420913677069413,False,both
P239,SAME,,debtor_recall_probe,2690,5.379555363850518,False,both
P240,SAME,,lender_band_6_8,7356,7.266663339226072,True,both
P241,DIFFERENT,,lender_band_8_10,6696,9.390064878848165,False,both
P242,DIFFERENT,,debtor_band_8_10,5041,8.781649729110278,False,both
P243,SAME,,lender_band_10_999,5880,11.349398096525086,False,both
P244,SAME,,debtor_recall_probe,2690,7.420913677069413,False,both
P245,SAME,,lender_recall_probe,14037,7.995091127454797,False,both
P246,SAME,,debtor_band_7_8,1270,7.420913677069413,False,both
P247,SAME,,lender_recall_probe,14037,4.6435930341569,True,both
P248,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P249,SAME,,debtor_recall_probe,2690,7.381010112233154,False,both
P250,DIFFERENT,,debtor_same_addr_diff_name,4217,8.300333349795391,False,both
P251,DIFFERENT,,debtor_band_8_10,5041,8.300333349795391,False,both
P252,SAME,,lender_band_8_10,6696,8.294651409313705,False,both
P253,SAME,,debtor_recall_probe,2690,6.0590820173457915,False,both
P254,SAME,,debtor_band_4_6,1478,4.379555363850518,False,both
P255,SAME,,debtor_recall_probe,2690,4.754689298293102,False,both
P256,DIFFERENT,,lender_band_8_10,6696,9.390064878848165,False,both
P257,SAME,,debtor_band_10_999,4625,14.550827334194048,False,both
P258,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P259,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,True,both
P260,SAME,,debtor_band_4_6,1478,4.097082735229659,False,both
P261,DIFFERENT,,debtor_band_6_7,1220,6.181539126372279,False,both
P262,SAME,,debtor_band_7_8,1270,7.381010112233154,False,both
P263,SAME,,lender_band_10_999,5880,11.086363690691291,True,both
P264,DIFFERENT,,debtor_band_2_4,17870,2.0403781365580627,False,both
P265,SAME,,lender_band_8_10,6696,8.108984266002048,True,both
P266,SAME,,lender_recall_probe,14037,5.3971148357607275,False,both
P267,SAME,,lender_band_6_8,7356,6.877032905563211,False,both
P268,SAME,,lender_band_6_8,7356,6.997314287282044,False,both
P269,DIFFERENT,,debtor_band_8_10,5041,8.781649729110278,False,both
P270,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P271,SAME,,debtor_band_4_6,1478,5.546444559153271,False,both
P272,SAME,,lender_band_6_8,7356,6.124726407871393,False,both
P273,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P274,SAME,,debtor_recall_probe,2690,7.381010112233154,False,both
P275,SAME,,lender_band_2_6,56645,4.6435930341569,False,both
P276,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P277,SAME,,lender_recall_probe,14037,4.6435930341569,False,both
P278,SAME,,debtor_band_6_7,1220,6.0590820173457915,True,both
P279,DIFFERENT,"ai: same parent brand, different project entities — trap 3",debtor_band_6_7,1220,6.806405191929694,False,both
P280,DIFFERENT,,debtor_same_addr_diff_name,4217,9.406515794667692,False,both
P281,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P282,SAME,,debtor_band_7_8,1270,7.381010112233154,False,both
P283,SAME,,debtor_band_7_8,1270,7.381010112233154,False,both
P284,DIFFERENT,,lender_band_2_6,56645,2.1263835059685037,False,both
P285,DIFFERENT,,debtor_band_8_10,5041,8.781649729110278,False,both
P286,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P287,SAME,,lender_band_8_10,6696,8.94289840318372,False,both
P288,SAME,,debtor_recall_probe,2690,6.796047611511998,False,both
P289,SAME,,debtor_band_4_6,1478,5.8359511763482566,False,both
P290,SAME,,lender_band_2_6,56645,5.747163614011212,False,both
P291,SAME,,debtor_band_6_7,1220,6.683948082903207,False,both
P292,SAME,ai: dropped-city truncation — step 1 SAME,lender_band_8_10,6696,8.108984266002048,False,both
P293,SAME,,lender_band_10_999,5880,13.12711661343052,True,both
P294,DIFFERENT,,debtor_band_6_7,1220,6.806405191929694,False,both
P295,SAME,,lender_band_10_999,5880,14.921623838358098,False,both
P296,SAME,,debtor_recall_probe,2690,6.005876177790569,False,both
P297,SAME,,lender_recall_probe,14037,4.8332139505674006,False,both
P298,SAME,,debtor_band_7_8,1270,7.809555741641832,False,both
P299,UNSURE,"ai: numbered property entities — trap2/trap3 collision, rule undetermined",debtor_band_4_6,1478,5.808100993259195,False,both
P300,SAME,,debtor_band_6_7,1220,6.899693732918268,False,both
P301,SAME,,lender_recall_probe,14037,7.747163614011212,False,both
P302,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P303,DIFFERENT,,debtor_same_addr_diff_name,4217,8.300333349795391,False,both
P304,SAME,,lender_band_6_8,7356,7.800961471829043,False,both
P305,SAME,,lender_band_10_999,5880,11.06125111581001,False,both
P306,SAME,,lender_band_10_999,5880,13.12711661343052,False,both
P307,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P308,DIFFERENT,,debtor_band_6_7,1220,6.181539126372279,False,both
P309,DIFFERENT,ai: agency within agency — trap 3 division,lender_band_8_10,6696,9.390064878848165,False,both
P310,DIFFERENT,,debtor_band_8_10,5041,9.406515794667692,False,both
P311,SAME,,debtor_recall_probe,2690,7.005876177790569,False,both
P312,SAME,,lender_band_8_10,6696,8.108984266002048,False,both
P313,SAME,,lender_band_6_8,7356,6.124726407871393,False,both
P314,SAME,,lender_band_8_10,6696,8.08820053184628,True,both
P315,SAME,,debtor_band_4_6,1478,4.169726797571946,False,both
P316,SAME,,debtor_recall_probe,2690,6.683948082903207,False,both
P317,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P318,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P319,DIFFERENT,,debtor_band_10_999,4625,10.049558532746657,False,both
P320,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P321,DIFFERENT,,lender_band_2_6,56645,2.1263835059685037,False,both
P322,SAME,,debtor_recall_probe,2690,5.379555363850518,False,both
P323,SAME,,debtor_band_8_10,5041,8.005876177790569,False,both
P324,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,False,both
P325,DIFFERENT,,debtor_band_8_10,5041,8.781649729110278,False,both
P326,SAME,,debtor_band_4_6,1478,4.754689298293102,False,both
P327,SAME,,debtor_band_7_8,1270,7.809555741641832,False,both
P328,SAME,,lender_band_2_6,56645,2.0300286536395142,False,both
P329,SAME,,lender_recall_probe,14037,4.6435930341569,False,both
P330,DIFFERENT,,debtor_same_addr_diff_name,4217,8.781649729110278,True,both
